"element","image"
"97_38_9","48_85_11_2"
"105_34_9","52_85_11_2"
"113_30_9","56_85_11_2"
"117_28_9","58_85_11_2"
"129_22_9","64_85_11_3"
"135_19_9","67_85_11_2"
"139_17_9","69_85_11_2"
"173_0_9","86_85_11_2"
"9_82_10_0","4_85_12_1 + 4_85_12_2"
"9_82_10_1","4_85_12_2"
"13_80_10_0","6_85_12_2"
"13_80_10_1","6_85_12_2"
"13_80_10_2","6_85_12_3"
"13_80_10_3","6_85_12_4"
"17_78_10_0","8_85_12_1"
"17_78_10_1","8_85_12_5"
"17_78_10_2","8_85_12_1 + 8_85_12_2 + 8_85_12_3"
"17_78_10_3","8_85_12_3"
"17_78_10_4","8_85_12_1 + 8_85_12_2 + 8_85_12_3 + 8_85_12_4 + 8_85_12_6"
"17_78_10_5","8_85_12_4"
"19_77_10_0","9_85_12_1"
"19_77_10_1","0"
"21_76_10_0","0"
"21_76_10_1","10_85_12_2"
"21_76_10_2","10_85_12_1"
"25_74_10_0","12_85_12_1 + 12_85_12_2"
"25_74_10_1","12_85_12_1"
"29_72_10_0","14_85_12_1"
"29_72_10_1","14_85_12_2"
"33_70_10_0","16_85_12_0"
"33_70_10_1","16_85_12_1"
"37_68_10_0","0"
"37_68_10_1","18_85_12_0"
"37_68_10_2","18_85_12_0 + 18_85_12_1"
"41_66_10_0","20_85_12_1"
"41_66_10_1","20_85_12_2"
"43_65_10","21_85_12"
"49_62_10_0","24_85_12_0"
"49_62_10_1","24_85_12_0 + 24_85_12_3"
"49_62_10_2","24_85_12_2 + 24_85_12_3"
"53_60_10","26_85_12_1"
"55_59_10","27_85_12_0"
"61_56_10_0","0"
"61_56_10_1","30_85_12_2"
"65_54_10_0","32_85_12_0"
"65_54_10_1","32_85_12_2"
"67_53_10","33_85_12_1"
"73_50_10","36_85_12_1"
"85_44_10","42_85_12_1"
"91_41_10","45_85_12"
"113_30_10","56_85_12"
"129_22_10","64_85_12"
"137_18_10","68_85_12"
"173_0_10","86_85_12"
"5_84_11","2_85_13"
"13_80_11_0","0"
"13_80_11_1","6_85_13_1"
"13_80_11_2","0"
"17_78_11_0","8_85_13_1"
"17_78_11_1","8_85_13_1 + 8_85_13_3"
"17_78_11_2","8_85_13_1 + 8_85_13_2"
"19_77_11_0","9_85_13_0"
"19_77_11_1","0"
"19_77_11_2","9_85_13_1"
"21_76_11","10_85_13"
"25_74_11","12_85_13_0"
"27_73_11","13_85_13"
"29_72_11","14_85_13"
"37_68_11_0","18_85_13_2 + 18_85_13_4"
"37_68_11_1","18_85_13_4"
"37_68_11_2","18_85_13_2 + 18_85_13_3 + 18_85_13_4"
"39_67_11_0","0"
"39_67_11_1","19_85_13_1"
"39_67_11_2","0"
"41_66_11_0","0"
"41_66_11_1","20_85_13_1"
"49_62_11_0","24_85_13_3 + 24_85_13_4"
"49_62_11_1","24_85_13_4"
"51_61_11_0","25_85_13_1"
"51_61_11_1","0"
"53_60_11_0","26_85_13_1"
"53_60_11_1","26_85_13_1 + 26_85_13_2"
"61_56_11","30_85_13_2"
"65_54_11_0","32_85_13_2"
"65_54_11_1","32_85_13_2 + 32_85_13_3"
"69_52_11","34_85_13_2"
"81_46_11","40_85_13_2"
"87_43_11","43_85_13_1"
"93_40_11","46_85_13_1"
"105_34_11","52_85_13_1"
"125_24_11","62_85_13_1"
"173_0_11","86_85_13_1"
"5_84_12_0","0"
"5_84_12_1","2_85_14"
"9_82_12","4_85_14_0"
"13_80_12_0","6_85_14_1"
"13_80_12_1","0"
"17_78_12_0","8_85_14_0"
"17_78_12_1","8_85_14_0 + 8_85_14_3 + 8_85_14_4 + 8_85_14_5"
"17_78_12_2","8_85_14_4"
"17_78_12_3","8_85_14_3"
"19_77_12_0","9_85_14_2"
"19_77_12_1","0"
"19_77_12_2","0"
"19_77_12_3","0"
"21_76_12_0","10_85_14_2"
"21_76_12_1","0"
"21_76_12_2","10_85_14_2"
"25_74_12_0","0"
"25_74_12_1","12_85_14_2"
"33_70_12","16_85_14_1"
"37_68_12_0","0"
"37_68_12_1","18_85_14_3"
"37_68_12_2","18_85_14_3 + 18_85_14_4"
"41_66_12_0","20_85_14_2"
"41_66_12_1","0"
"49_62_12_0","24_85_14_2"
"49_62_12_1","24_85_14_2 + 24_85_14_3"
"53_60_12_0","26_85_14_2"
"53_60_12_1","26_85_14_4"
"61_56_12","30_85_14_3"
"65_54_12_0","32_85_14_3"
"65_54_12_1","32_85_14_3 + 32_85_14_4"
"77_48_12","38_85_14_3"
"83_45_12","41_85_14_2"
"89_42_12","44_85_14_2"
"93_40_12","46_85_14_2"
"101_36_12","50_85_14_2"
"105_34_12","52_85_14_2"
"113_30_12","56_85_14_3"
"123_25_12","61_85_14_2"
"173_0_12","86_85_14_2"
"9_82_13_0","4_85_15_0"
"9_82_13_1","4_85_15_1"
"13_80_13_0","6_85_15_2"
"13_80_13_1","6_85_15_2 + 6_85_15_3"
"17_78_13_0","8_85_15_0"
"17_78_13_1","0"
"21_76_13","10_85_15_2"
"25_74_13_0","12_85_15_3"
"25_74_13_1","12_85_15_2 + 12_85_15_3"
"29_72_13_0","0"
"29_72_13_1","14_85_15_3"
"33_70_13","16_85_15_3"
"35_69_13","17_85_15_3"
"37_68_13_0","18_85_15_2"
"37_68_13_1","18_85_15_2 + 18_85_15_5"
"43_65_13_0","21_85_15_2 + 21_85_15_3"
"43_65_13_1","21_85_15_3"
"49_62_13_0","24_85_15_2"
"49_62_13_1","24_85_15_2 + 24_85_15_4"
"53_60_13","26_85_15_3"
"61_56_13_0","0"
"61_56_13_1","30_85_15_3"
"65_54_13","32_85_15_3"
"73_50_13","36_85_15_3"
"79_47_13_0","0"
"79_47_13_1","39_85_15_2"
"89_42_13","44_85_15_2"
"101_36_13","50_85_15_2"
"113_30_13","56_85_15_3"
"119_27_13","59_85_15_2"
"123_25_13","61_85_15_2"
"173_0_13","86_85_15_2"
"113_31_1","56_86_3"
"145_15_1","72_86_3"
"161_7_1","80_86_3_1"
"169_3_1","84_86_3_1"
"173_1_1","86_86_3"
"51_62_2","25_86_4_1"
"59_58_2","29_86_4_1"
"99_38_2","49_86_4_3"
"107_34_2","53_86_4_1"
"113_31_2","56_86_4_2"
"115_30_2","57_86_4_2"
"139_18_2","69_86_4_1"
"145_15_2","72_86_4_1"
"161_7_2","80_86_4_3"
"163_6_2","81_86_4_2"
"169_3_2","84_86_4_2"
"171_2_2","85_86_4_1"
"37_69_3","18_86_5"
"45_65_3","22_86_5"
"49_63_3_0","24_86_5_0"
"49_63_3_1","24_86_5_1"
"53_61_3","26_86_5"
"57_59_3","28_86_5"
"85_45_3","42_86_5_2"
"93_41_3","46_86_5_2"
"97_39_3","48_86_5_2"
"101_37_3","50_86_5_2"
"113_31_3_0","56_86_5_2"
"113_31_3_1","56_86_5_2 + 56_86_5_3"
"133_21_3","66_86_5_2"
"137_19_3","68_86_5_1"
"145_15_3","72_86_5_2"
"161_7_3","80_86_5_2"
"169_3_3","84_86_5_1"
"35_70_4_0","17_86_6_3"
"35_70_4_1","17_86_6_2"
"37_69_4","18_86_6_2"
"39_68_4_0","0"
"39_68_4_1","19_86_6_1"
"45_65_4_0","22_86_6_1"
"45_65_4_1","22_86_6_1 + 22_86_6_2"
"53_61_4_0","26_86_6_1"
"53_61_4_1","26_86_6_2"
"53_61_4_2","26_86_6_3"
"85_45_4","42_86_6_2"
"87_44_4","43_86_6_2"
"93_41_4","46_86_6_3"
"97_39_4","48_86_6_3"
"99_38_4_0","49_86_6_3"
"99_38_4_1","49_86_6_3"
"109_33_4","54_86_6_3"
"111_32_4","55_86_6_2"
"113_31_4","56_86_6_2"
"129_23_4","64_86_6_3"
"131_22_4","65_86_6_2"
"135_20_4","67_86_6_2"
"141_17_4","70_86_6_3"
"145_15_4","72_86_6_3"
"147_14_4","73_86_6_3"
"161_7_4","80_86_6_2"
"17_79_5_0","8_86_7_2"
"17_79_5_1","8_86_7_1 + 8_86_7_2"
"21_77_5_0","10_86_7_0"
"21_77_5_1","10_86_7_0 + 10_86_7_2"
"23_76_5_0","11_86_7_0"
"23_76_5_1","0"
"25_75_5","12_86_7_1"
"29_73_5_0","14_86_7_1"
"29_73_5_1","14_86_7_1"
"33_71_5_0","16_86_7_2"
"33_71_5_1","16_86_7_0 + 16_86_7_2"
"33_71_5_2","16_86_7_3 + 16_86_7_4"
"33_71_5_3","16_86_7_0 + 16_86_7_2 + 16_86_7_4"
"35_70_5","17_86_7_1"
"37_69_5_0","18_86_7_3 + 18_86_7_4"
"37_69_5_1","18_86_7_3"
"37_69_5_2","18_86_7_1 + 18_86_7_3 + 18_86_7_4"
"41_67_5_0","20_86_7_2 + 20_86_7_3"
"41_67_5_1","20_86_7_2"
"45_65_5_0","0"
"45_65_5_1","22_86_7_2"
"49_63_5","24_86_7_2"
"51_62_5_0","25_86_7_1"
"51_62_5_1","25_86_7_1 + 25_86_7_2"
"51_62_5_2","0"
"53_61_5","26_86_7_1"
"73_51_5","36_86_7_2"
"77_49_5","38_86_7_3"
"81_47_5","40_86_7_3"
"85_45_5_0","0"
"85_45_5_1","42_86_7_3"
"97_39_5","48_86_7_3"
"101_37_5","50_86_7_3"
"105_35_5","52_86_7_2"
"113_31_5_0","56_86_7_2"
"113_31_5_1","56_86_7_3"
"129_23_5","64_86_7_3"
"133_21_5","66_86_7_2"
"141_17_5","70_86_7_3"
"145_15_5_0","72_86_7_3"
"145_15_5_1","72_86_7_4"
"153_11_5","76_86_7_3"
"157_9_5","78_86_7_2"
"9_83_6","4_86_8_0"
"11_82_6","5_86_8_0"
"13_81_6","6_86_8_1"
"17_79_6_0","8_86_8_2"
"17_79_6_1","8_86_8_0 + 8_86_8_2"
"17_79_6_2","8_86_8_2 + 8_86_8_3"
"19_78_6","9_86_8_0"
"21_77_6_0","0"
"21_77_6_1","0"
"21_77_6_2","10_86_8_0"
"23_76_6_0","0"
"23_76_6_1","11_86_8_0"
"25_75_6_0","0"
"25_75_6_1","12_86_8_1"
"25_75_6_2","12_86_8_1 + 12_86_8_3"
"27_74_6_0","0"
"27_74_6_1","13_86_8_0"
"33_71_6_0","16_86_8_2"
"33_71_6_1","16_86_8_6"
"33_71_6_2","16_86_8_2 + 16_86_8_6 + 16_86_8_8"
"33_71_6_3","16_86_8_6 + 16_86_8_7"
"33_71_6_4","16_86_8_5 + 16_86_8_6 + 16_86_8_7 + 16_86_8_8"
"35_70_6_0","0"
"35_70_6_1","17_86_8_3"
"37_69_6_0","18_86_8_0"
"37_69_6_1","18_86_8_3"
"37_69_6_2","0"
"41_67_6_0","0"
"41_67_6_1","20_86_8_2"
"43_66_6_0","21_86_8_0"
"43_66_6_1","0"
"45_65_6_0","0"
"45_65_6_1","22_86_8_1 + 22_86_8_2"
"45_65_6_2","22_86_8_1"
"47_64_6_0","23_86_8_0"
"47_64_6_1","0"
"49_63_6","24_86_8_0"
"51_62_6_0","25_86_8_0"
"51_62_6_1","0"
"53_61_6_0","26_86_8_2"
"53_61_6_1","26_86_8_3"
"53_61_6_2","26_86_8_1"
"59_58_6","29_86_8"
"67_54_6","33_86_8"
"73_51_6","36_86_8_1"
"83_46_6","41_86_8_2"
"85_45_6","42_86_8_2"
"99_38_6_0","0"
"99_38_6_1","49_86_8_2"
"101_37_6","50_86_8_2"
"103_36_6","51_86_8_1"
"113_31_6","56_86_8_2"
"115_30_6","57_86_8_1"
"129_23_6","64_86_8_1"
"141_17_6","70_86_8_2"
"145_15_6","72_86_8_2"
"153_11_6","76_86_8_2"
"155_10_6","77_86_8_1"
"9_83_7_0","0"
"9_83_7_1","4_86_9_0 + 4_86_9_1"
"9_83_7_2","4_86_9_0 + 4_86_9_2"
"9_83_7_3","4_86_9_2"
"13_81_7_0","0"
"13_81_7_1","6_86_9_1"
"17_79_7_0","8_86_9_5 + 8_86_9_6"
"17_79_7_1","8_86_9_4 + 8_86_9_6 + 8_86_9_7 + 8_86_9_8"
"17_79_7_2","8_86_9_5 + 8_86_9_7 + 8_86_9_8"
"17_79_7_3","8_86_9_4 + 8_86_9_8"
"17_79_7_4","8_86_9_4 + 8_86_9_7 + 8_86_9_8"
"19_78_7_0","0"
"19_78_7_1","0"
"19_78_7_2","9_86_9_3"
"19_78_7_3","0"
"19_78_7_4","9_86_9_1"
"21_77_7_0","10_86_9_2 + 10_86_9_5"
"21_77_7_1","10_86_9_0"
"21_77_7_2","10_86_9_0 + 10_86_9_2"
"21_77_7_3","10_86_9_2 + 10_86_9_4"
"25_75_7_0","12_86_9_3"
"25_75_7_1","0"
"29_73_7_0","14_86_9_3"
"29_73_7_1","14_86_9_3 + 14_86_9_6 + 14_86_9_7"
"29_73_7_2","14_86_9_4"
"29_73_7_3","14_86_9_3 + 14_86_9_6"
"33_71_7_0","16_86_9_1"
"33_71_7_1","16_86_9_1 + 16_86_9_3"
"33_71_7_2","16_86_9_1 + 16_86_9_3 + 16_86_9_4 + 16_86_9_5"
"33_71_7_3","16_86_9_3 + 16_86_9_4"
"35_70_7_0","17_86_9_0"
"35_70_7_1","0"
"35_70_7_2","0"
"37_69_7_0","0"
"37_69_7_1","18_86_9_1"
"39_68_7_0","0"
"39_68_7_1","19_86_9"
"39_68_7_2","0"
"43_66_7_0","0"
"43_66_7_1","21_86_9_0"
"45_65_7_0","0"
"45_65_7_1","22_86_9_1"
"45_65_7_2","22_86_9_1 + 22_86_9_2"
"49_63_7_0","24_86_9_1"
"49_63_7_1","24_86_9_1 + 24_86_9_4"
"49_63_7_2","24_86_9_3"
"53_61_7_0","26_86_9_0"
"53_61_7_1","26_86_9_2 + 26_86_9_3"
"53_61_7_2","26_86_9_0 + 26_86_9_2"
"55_60_7","27_86_9"
"61_57_7","30_86_9_1"
"65_55_7","32_86_9_1"
"81_47_7","40_86_9_2"
"83_46_7","41_86_9_2"
"85_45_7","42_86_9_2"
"97_39_7","48_86_9_1"
"101_37_7_0","0"
"101_37_7_1","50_86_9_1"
"105_35_7","52_86_9_1"
"113_31_7","56_86_9_1"
"117_29_7","58_86_9_2"
"123_26_7","61_86_9_1"
"129_23_7","64_86_9_2"
"145_15_7","72_86_9_2"
"153_11_7","76_86_9_1"
"5_85_8","2_86_10"
"9_83_8_0","4_86_10_1"
"9_83_8_1","4_86_10_1 + 4_86_10_2 + 4_86_10_3"
"9_83_8_2","0"
"9_83_8_3","4_86_10_2"
"13_81_8_0","0"
"13_81_8_1","6_86_10_3 + 6_86_10_4 + 6_86_10_5"
"13_81_8_2","6_86_10_3 + 6_86_10_4"
"13_81_8_3","6_86_10_3 + 6_86_10_5"
"17_79_8_0","8_86_10_7"
"17_79_8_1","8_86_10_1"
"17_79_8_2","8_86_10_2"
"17_79_8_3","8_86_10_1 + 8_86_10_2 + 8_86_10_4 + 8_86_10_8"
"17_79_8_4","8_86_10_4"
"17_79_8_5","8_86_10_1 + 8_86_10_2 + 8_86_10_4 + 8_86_10_7 + 8_86_10_9"
"17_79_8_6","8_86_10_2 + 8_86_10_6 + 8_86_10_7"
"19_78_8_0","0"
"19_78_8_1","9_86_10_0"
"19_78_8_2","0"
"19_78_8_3","0"
"19_78_8_4","0"
"21_77_8_0","10_86_10_1"
"21_77_8_1","10_86_10_1 + 10_86_10_2"
"21_77_8_2","0"
"25_75_8_0","12_86_10_1 + 12_86_10_2"
"25_75_8_1","12_86_10_4"
"25_75_8_2","12_86_10_1"
"25_75_8_3","12_86_10_3"
"25_75_8_4","12_86_10_1 + 12_86_10_2 + 12_86_10_4 + 12_86_10_5"
"27_74_8","13_86_10_0"
"29_73_8_0","14_86_10_1 + 14_86_10_2"
"29_73_8_1","14_86_10_1 + 14_86_10_3"
"29_73_8_2","14_86_10_3"
"35_70_8_0","0"
"35_70_8_1","17_86_10_1"
"37_69_8_0","18_86_10_3"
"37_69_8_1","0"
"37_69_8_2","18_86_10_2"
"39_68_8_0","0"
"39_68_8_1","19_86_10_1"
"39_68_8_2","0"
"45_65_8_0","22_86_10_2"
"45_65_8_1","22_86_10_3"
"47_64_8_0","0"
"47_64_8_1","23_86_10_0"
"47_64_8_2","23_86_10_0"
"47_64_8_3","0"
"49_63_8_0","24_86_10_2 + 24_86_10_3"
"49_63_8_1","24_86_10_2"
"51_62_8_0","25_86_10_1"
"51_62_8_1","25_86_10_1 + 25_86_10_2"
"51_62_8_2","25_86_10_1 + 25_86_10_2"
"53_61_8","26_86_10_0"
"61_57_8_0","30_86_10_2"
"61_57_8_1","30_86_10_3"
"81_47_8_0","40_86_10_3 + 40_86_10_4"
"81_47_8_1","40_86_10_3"
"83_46_8","41_86_10_2"
"101_37_8_0","50_86_10_2"
"101_37_8_1","50_86_10_2 + 50_86_10_3"
"105_35_8","52_86_10_2"
"113_31_8_0","56_86_10_3 + 56_86_10_4"
"113_31_8_1","56_86_10_3"
"117_29_8","58_86_10_3"
"119_28_8","59_86_10_2"
"125_25_8","62_86_10_3"
"129_23_8","64_86_10_3"
"131_22_8","65_86_10_3"
"145_15_8","72_86_10_2"
"5_85_9_0","0"
"5_85_9_1","2_86_11"
"5_85_9_2","2_86_11"
"9_83_9_0","4_86_11_0 + 4_86_11_2 + 4_86_11_3"
"9_83_9_1","4_86_11_2 + 4_86_11_3"
"9_83_9_2","4_86_11_0 + 4_86_11_2"
"11_82_9_0","5_86_11_1"
"11_82_9_1","0"
"11_82_9_2","0"
"11_82_9_3","0"
"13_81_9_0","6_86_11_2"
"13_81_9_1","6_86_11_1 + 6_86_11_2"
"13_81_9_2","6_86_11_2 + 6_86_11_3"
"13_81_9_3","6_86_11_0"
"17_79_9_0","0"
"17_79_9_1","8_86_11_3"
"17_79_9_2","8_86_11_2 + 8_86_11_3"
"17_79_9_3","8_86_11_4 + 8_86_11_5"
"17_79_9_4","8_86_11_4"
"19_78_9_0","9_86_11_2"
"19_78_9_1","0"
"19_78_9_2","0"
"21_77_9_0","0"
"21_77_9_1","10_86_11_2 + 10_86_11_4"
"21_77_9_2","10_86_11_2 + 10_86_11_3 + 10_86_11_4"
"21_77_9_3","10_86_11_4"
"25_75_9_0","0"
"25_75_9_1","12_86_11_3"
"25_75_9_2","12_86_11_4"
"25_75_9_3","12_86_11_3 + 12_86_11_4 + 12_86_11_5"
"27_74_9_0","0"
"27_74_9_1","13_86_11_3"
"27_74_9_2","13_86_11_3"
"29_73_9_0","0"
"29_73_9_1","14_86_11_3"
"33_71_9_0","16_86_11_3 + 16_86_11_5"
"33_71_9_1","16_86_11_3"
"33_71_9_2","16_86_11_3 + 16_86_11_4 + 16_86_11_5"
"37_69_9_0","0"
"37_69_9_1","18_86_11_2"
"41_67_9_0","20_86_11_3"
"41_67_9_1","20_86_11_5"
"41_67_9_2","20_86_11_3 + 20_86_11_4 + 20_86_11_5"
"45_65_9_0","0"
"45_65_9_1","22_86_11_1"
"49_63_9_0","24_86_11_1"
"49_63_9_1","24_86_11_1 + 24_86_11_2"
"49_63_9_2","24_86_11_1 + 24_86_11_4"
"53_61_9","26_86_11_3"
"55_60_9_0","0"
"55_60_9_1","27_86_11_2"
"61_57_9_0","30_86_11_2"
"61_57_9_1","0"
"73_51_9","36_86_11_2"
"85_45_9","42_86_11_2"
"97_39_9","48_86_11_2"
"101_37_9","50_86_11_2"
"113_31_9_0","56_86_11_3"
"113_31_9_1","56_86_11_3 + 56_86_11_4"
"117_29_9","58_86_11_2"
"125_25_9","62_86_11_3"
"129_23_9_0","64_86_11_3"
"129_23_9_1","64_86_11_3 + 64_86_11_4"
"137_19_9","68_86_11_3"
"141_17_9","70_86_11_2"
"5_85_10","2_86_12_0"
"9_83_10_0","0"
"9_83_10_1","0"
"9_83_10_2","4_86_12_1"
"9_83_10_3","4_86_12_1 + 4_86_12_2"
"9_83_10_4","0"
"13_81_10_0","0"
"13_81_10_1","6_86_12_3 + 6_86_12_4 + 6_86_12_5"
"13_81_10_2","6_86_12_5"
"13_81_10_3","6_86_12_3 + 6_86_12_5"
"13_81_10_4","0"
"17_79_10_0","8_86_12_1"
"17_79_10_1","8_86_12_5"
"17_79_10_2","8_86_12_1 + 8_86_12_3 + 8_86_12_5"
"17_79_10_3","8_86_12_1 + 8_86_12_3 + 8_86_12_5 + 8_86_12_6"
"19_78_10_0","0"
"19_78_10_1","9_86_12_2"
"19_78_10_2","9_86_12_3"
"25_75_10_0","12_86_12_3"
"25_75_10_1","12_86_12_3 + 12_86_12_4"
"25_75_10_2","12_86_12_2"
"27_74_10_0","0"
"27_74_10_1","13_86_12_2"
"27_74_10_2","0"
"27_74_10_3","0"
"29_73_10","14_86_12_2"
"33_71_10","16_86_12_1"
"35_70_10","17_86_12_0"
"37_69_10","18_86_12_1"
"41_67_10_0","20_86_12_2"
"41_67_10_1","20_86_12_3"
"43_66_10_0","21_86_12_0"
"43_66_10_1","0"
"45_65_10","22_86_12_2"
"49_63_10_0","24_86_12_3 + 24_86_12_4"
"49_63_10_1","24_86_12_4"
"51_62_10_0","25_86_12_3"
"51_62_10_1","25_86_12_1"
"51_62_10_2","0"
"53_61_10","26_86_12_2"
"57_59_10","28_86_12_2"
"67_54_10_0","0"
"67_54_10_1","33_86_12_2"
"69_53_10","34_86_12_3"
"75_50_10","37_86_12_2"
"81_47_10","40_86_12_2"
"93_41_10","46_86_12_2"
"113_31_10_0","56_86_12_2"
"113_31_10_1","56_86_12_2 + 56_86_12_3"
"125_25_10","62_86_12_3"
"129_23_10","64_86_12_3"
"137_19_10","68_86_12_3"
"139_18_10","69_86_12_2"
"9_83_11_0","4_86_13_1"
"9_83_11_1","0"
"9_83_11_2","4_86_13_2"
"13_81_11_0","0"
"13_81_11_1","6_86_13_3"
"13_81_11_2","6_86_13_1"
"17_79_11_0","8_86_13_3"
"17_79_11_1","8_86_13_1 + 8_86_13_3"
"17_79_11_2","8_86_13_2"
"17_79_11_3","8_86_13_3 + 8_86_13_4"
"21_77_11_0","10_86_13_0"
"21_77_11_1","10_86_13_0 + 10_86_13_1"
"21_77_11_2","10_86_13_0 + 10_86_13_3"
"21_77_11_3","10_86_13_0 + 10_86_13_1 + 10_86_13_2 + 10_86_13_3"
"25_75_11_0","0"
"25_75_11_1","12_86_13_2"
"25_75_11_2","12_86_13_1"
"25_75_11_3","12_86_13_0"
"33_71_11_0","16_86_13_2"
"33_71_11_1","16_86_13_2 + 16_86_13_3"
"37_69_11_0","18_86_13_0"
"37_69_11_1","18_86_13_2"
"39_68_11_0","19_86_13_0"
"39_68_11_1","19_86_13_0"
"39_68_11_2","0"
"41_67_11_0","20_86_13_1"
"41_67_11_1","0"
"41_67_11_2","20_86_13_2"
"45_65_11_0","22_86_13_2"
"45_65_11_1","22_86_13_2"
"49_63_11_0","24_86_13_2"
"49_63_11_1","24_86_13_0"
"49_63_11_2","24_86_13_0 + 24_86_13_3"
"53_61_11_0","0"
"53_61_11_1","26_86_13_1"
"57_59_11","28_86_13_1"
"65_55_11","32_86_13_1"
"67_54_11_0","33_86_13_1"
"67_54_11_1","33_86_13_1"
"69_53_11","34_86_13_1"
"77_49_11","38_86_13_1"
"89_43_11","44_86_13_1"
"101_37_11","50_86_13_2"
"107_34_11","53_86_13_1"
"113_31_11","56_86_13_2"
"129_23_11","64_86_13_2"
"137_19_11","68_86_13_1"
"9_83_12_0","4_86_14_0 + 4_86_14_1 + 4_86_14_2 + 4_86_14_3"
"9_83_12_1","4_86_14_1 + 4_86_14_2 + 4_86_14_3"
"9_83_12_2","4_86_14_2 + 4_86_14_3"
"9_83_12_3","4_86_14_4"
"9_83_12_4","4_86_14_0 + 4_86_14_1 + 4_86_14_3"
"13_81_12_0","6_86_14_1"
"13_81_12_1","6_86_14_1 + 6_86_14_2"
"21_77_12_0","0"
"21_77_12_1","10_86_14_1 + 10_86_14_4"
"21_77_12_2","10_86_14_1"
"25_75_12","12_86_14_4"
"29_73_12","14_86_14_4"
"33_71_12_0","16_86_14_3"
"33_71_12_1","16_86_14_4"
"33_71_12_2","16_86_14_5"
"35_70_12_0","17_86_14_1"
"35_70_12_1","0"
"41_67_12","20_86_14_2"
"43_66_12_0","21_86_14_2"
"43_66_12_1","0"
"43_66_12_2","0"
"45_65_12_0","22_86_14_2"
"45_65_12_1","22_86_14_2"
"49_63_12","24_86_14_2"
"53_61_12","26_86_14_2"
"61_57_12","30_86_14_2"
"65_55_12","32_86_14_2"
"69_53_12","34_86_14_2"
"73_51_12","36_86_14_2"
"85_45_12","42_86_14_2"
"89_43_12","44_86_14_2"
"97_39_12","48_86_14_3"
"101_37_12","50_86_14_3"
"103_36_12","51_86_14_2"
"109_33_12","54_86_14_3"
"113_31_12","56_86_14_3"
"115_30_12","57_86_14_3"
"129_23_12","64_86_14_2"
"115_31_1","57_87_3"
"147_15_1","73_87_3"
"163_7_1","81_87_3_1"
"171_3_1","85_87_3"
"177_0_1","88_87_3"
"53_62_2","26_87_4"
"101_38_2","50_87_4"
"109_34_2","54_87_4"
"113_32_2","56_87_4"
"117_30_2","58_87_4"
"141_18_2","70_87_4"
"145_16_2","72_87_4"
"149_14_2","74_87_4"
"161_8_2","80_87_4_0"
"165_6_2","82_87_4"
"177_0_2","88_87_4"
"39_69_3","19_87_5"
"51_63_3","25_87_5_1"
"53_62_3","26_87_5_2"
"55_61_3","27_87_5_1"
"99_39_3","49_87_5_3"
"101_38_3","50_87_5_4"
"103_37_3","51_87_5_1"
"109_34_3","54_87_5_3"
"115_31_3_0","57_87_5_2"
"115_31_3_1","0"
"117_30_3","58_87_5_2"
"135_21_3","67_87_5_1"
"141_18_3","70_87_5_1"
"149_14_3","74_87_5_1"
"161_8_3","80_87_5_1"
"177_0_3","88_87_5_1"
"17_80_4","8_87_6"
"33_72_4_0","16_87_6_3"
"33_72_4_1","16_87_6_2"
"37_70_4_0","18_87_6_0"
"37_70_4_1","18_87_6_1"
"41_68_4","20_87_6_0"
"49_64_4_0","24_87_6_1"
"49_64_4_1","24_87_6_0"
"49_64_4_2","24_87_6_2"
"53_62_4","26_87_6_1"
"55_61_4_0","27_87_6"
"55_61_4_1","0"
"89_44_4","44_87_6_4"
"97_40_4_0","48_87_6_2 + 48_87_6_5"
"97_40_4_1","48_87_6_2"
"99_39_4","49_87_6_4"
"101_38_4_0","50_87_6_2"
"101_38_4_1","50_87_6_2 + 50_87_6_4"
"111_33_4","55_87_6_2"
"113_32_4","56_87_6_2"
"117_30_4","58_87_6_2"
"131_23_4","65_87_6_2"
"133_22_4","66_87_6_1"
"137_20_4","68_87_6_1"
"141_18_4_0","70_87_6_1"
"141_18_4_1","0"
"149_14_4","74_87_6_1"
"177_0_4","88_87_6_1"
"17_80_5","8_87_7_0"
"19_79_5","9_87_7_0"
"25_76_5_0","12_87_7_1 + 12_87_7_3"
"25_76_5_1","12_87_7_3"
"33_72_5_0","16_87_7_4"
"33_72_5_1","16_87_7_5"
"35_71_5_0","17_87_7_1"
"35_71_5_1","17_87_7_0 + 17_87_7_1"
"35_71_5_2","17_87_7_1 + 17_87_7_4"
"41_68_5_0","20_87_7_0"
"41_68_5_1","20_87_7_0 + 20_87_7_4"
"43_67_5_0","21_87_7_0"
"43_67_5_1","21_87_7_3"
"45_66_5_0","22_87_7_1 + 22_87_7_3"
"45_66_5_1","22_87_7_3"
"49_64_5_0","24_87_7_1"
"49_64_5_1","24_87_7_1 + 24_87_7_3"
"53_62_5_0","0"
"53_62_5_1","26_87_7_1"
"53_62_5_2","26_87_7_2"
"75_51_5","37_87_7_1"
"81_48_5","40_87_7_3"
"87_45_5_0","0"
"87_45_5_1","43_87_7_2"
"89_44_5","44_87_7_3"
"97_40_5_0","48_87_7_4"
"97_40_5_1","48_87_7_3"
"99_39_5","49_87_7_2"
"101_38_5","50_87_7_2"
"103_37_5","51_87_7_1"
"115_31_5_0","57_87_7_2"
"115_31_5_1","0"
"117_30_5","58_87_7_2"
